date,open,high,low,close,volume,symbol,name
2025-09-24,4495.266,4567.495,4494.113,4566.071,22048260800,sh000300,沪深300
2025-09-25,4563.983,4613.949,4558.842,4593.488,22982333300,sh000300,沪深300
2025-09-26,4576.914,4597.847,4550.049,4550.049,20848211400,sh000300,沪深300
2025-09-29,4555.034,4647.569,4541.425,4620.053,27435887700,sh000300,沪深300
2025-09-30,4629.899,4647.503,4616.224,4640.694,24798035900,sh000300,沪深300
2025-10-09,4662.113,4726.345,4651.99,4709.482,34767869600,sh000300,沪深300
2025-10-10,4679.498,4692.586,4600.965,4616.834,31902089900,sh000300,沪深300
2025-10-13,4490.866,4601.807,4490.866,4593.979,31501035400,sh000300,沪深300
2025-10-14,4634.054,4641.449,4520.926,4539.064,37295403000,sh000300,沪深300
2025-10-15,4544.243,4608.824,4526.834,4606.288,28477185500,sh000300,沪深300
2025-10-16,4588.921,4645.096,4586.28,4618.422,24823551800,sh000300,沪深300
2025-10-17,4610.697,4618.562,4509.329,4514.235,25690561700,sh000300,沪深300
2025-10-20,4558.242,4570.438,4520.502,4538.22,21842040500,sh000300,沪深300
2025-10-21,4556.122,4615.463,4547.928,4607.872,21571117500,sh000300,沪深300
2025-10-22,4576.028,4603.488,4567.236,4592.57,18533396000,sh000300,沪深300
2025-10-23,4578.702,4611.341,4541.694,4606.345,20046391700,sh000300,沪深300
2025-10-24,4622.787,4660.684,4622.787,4660.684,20881448300,sh000300,沪深300
2025-10-27,4699.382,4720.429,4687.688,4716.019,26220067400,sh000300,沪深300
2025-10-28,4697.728,4734.322,4679.229,4691.973,22090664500,sh000300,沪深300
2025-10-29,4701.036,4747.838,4697.268,4747.838,24621132400,sh000300,沪深300
2025-10-30,4735.981,4761.834,4706.452,4709.911,27328911800,sh000300,沪深300
2025-10-31,4702.495,4706.14,4640.668,4640.668,28146474000,sh000300,沪深300
2025-11-03,4636.732,4653.403,4595.734,4653.403,23986980900,sh000300,沪深300
2025-11-04,4649.348,4665.323,4595.066,4618.699,23322403200,sh000300,沪深300
2025-11-05,4562.112,4642.61,4558.765,4627.257,20304587100,sh000300,沪深300
2025-11-06,4642.011,4698.094,4642.011,4693.403,22424100800,sh000300,沪深300
2025-11-07,4673.762,4701.374,4666.041,4678.794,21249737700,sh000300,沪深300
2025-11-10,4688.124,4695.179,4654.21,4695.051,23602676400,sh000300,沪深300
2025-11-11,4706.337,4707.128,4648.49,4652.166,18663885800,sh000300,沪深300
2025-11-12,4643.559,4669.607,4620.99,4645.908,20946059200,sh000300,沪深300
2025-11-13,4643.786,4703.49,4643.786,4702.074,20736747400,sh000300,沪深300
2025-11-14,4663.318,4684.258,4628.024,4628.14,19209267600,sh000300,沪深300
2025-11-17,4616.806,4624.898,4580.261,4598.053,18895546600,sh000300,沪深300
2025-11-18,4584.79,4606.617,4552.804,4568.193,17771318500,sh000300,沪深300
2025-11-19,4568.037,4607.863,4568.037,4588.292,17292497400,sh000300,沪深300
2025-11-20,4619.54,4620.653,4560.181,4564.948,19456259300,sh000300,沪深300
2025-11-21,4513.386,4527.044,4453.182,4453.608,22285101300,sh000300,沪深300
2025-11-24,4473.156,4478.808,4421.812,4448.048,18583372900,sh000300,沪深300
2025-11-25,4475.836,4510.773,4467.353,4490.405,16957192900,sh000300,沪深300
2025-11-26,4490.202,4538.136,4485.698,4517.626,15620036800,sh000300,沪深300
2025-11-27,4520.014,4559.218,4509.864,4515.403,15031177200,sh000300,沪深300
2025-11-28,4511.497,4531.722,4492.426,4526.662,14290209600,sh000300,沪深300
2025-12-01,4539.188,4576.965,4531.292,4576.486,20038231700,sh000300,沪深300
2025-12-02,4571.91,4575.495,4539.431,4554.335,14849313200,sh000300,沪深300
2025-12-03,4554.589,4569.821,4523.502,4531.049,16976279000,sh000300,沪深300
2025-12-04,4533.6,4557.423,4514.188,4546.566,14719811000,sh000300,沪深300
2025-12-05,4547.906,4593.828,4535.02,4584.537,19679996800,sh000300,沪深300
2025-12-08,4593.14,4640.626,4592.741,4621.755,19962099000,sh000300,沪深300
2025-12-09,4611.379,4628.705,4584.254,4598.223,18416034400,sh000300,沪深300
2025-12-10,4586.254,4598.537,4549.08,4591.827,16911110600,sh000300,沪深300
2025-12-11,4597.19,4610.279,4547.137,4552.185,16841940500,sh000300,沪深300
2025-12-12,4558.738,4583.675,4530.784,4580.95,21282652000,sh000300,沪深300
2025-12-15,4550.003,4595.046,4548.438,4552.06,16758996700,sh000300,沪深300
2025-12-16,4542.423,4553.081,4484.27,4497.555,16516520100,sh000300,沪深300
