date,open,high,low,close,volume,symbol,name
2025-09-24,7140.313,7327.021,7133.432,7323.709,24006493800,sh000905,中证500
2025-09-25,7325.66,7379.611,7312.351,7341.324,23617503000,sh000905,中证500
2025-09-26,7311.843,7351.793,7237.046,7240.911,21144414800,sh000905,中证500
2025-09-29,7251.522,7377.222,7216.736,7350.56,23353941800,sh000905,中证500
2025-09-30,7372.524,7428.031,7372.063,7412.368,22070750200,sh000905,中证500
2025-10-09,7470.047,7559.092,7437.324,7548.923,28313078400,sh000905,中证500
2025-10-10,7499.392,7509.116,7373.984,7398.224,26225664600,sh000905,中证500
2025-10-13,7135.104,7391.825,7135.104,7376.564,25802781700,sh000905,中证500
2025-10-14,7434.115,7459.016,7166.082,7194.851,27735887300,sh000905,中证500
2025-10-15,7205.737,7294.001,7153.419,7294.001,21755977700,sh000905,中证500
2025-10-16,7269.259,7305.947,7206.443,7231.534,19493637000,sh000905,中证500
2025-10-17,7226.421,7254.579,7009.891,7016.066,20004411300,sh000905,中证500
2025-10-20,7092.884,7129.994,7033.384,7069.641,17683419200,sh000905,中证500
2025-10-21,7095.616,7193.73,7082.3,7185.624,20597382900,sh000905,中证500
2025-10-22,7135.208,7166.557,7101.827,7128.478,16974325400,sh000905,中证500
2025-10-23,7108.855,7153.656,7022.295,7142.954,18893373200,sh000905,中证500
2025-10-24,7175.923,7258.534,7174.351,7258.534,19532393300,sh000905,中证500
2025-10-27,7336.204,7391.212,7302.017,7379.394,23205182100,sh000905,中证500
2025-10-28,7344.454,7404.756,7308.272,7341.03,20211846300,sh000905,中证500
2025-10-29,7350.757,7480.967,7350.757,7480.967,22384413300,sh000905,中证500
2025-10-30,7462.433,7463.653,7375.239,7385.711,24341203600,sh000905,中证500
2025-10-31,7385.742,7430.856,7331.003,7331.003,23204167600,sh000905,中证500
2025-11-03,7327.12,7336.511,7214.833,7333.601,22168706000,sh000905,中证500
2025-11-04,7315.189,7323.704,7167.347,7210.825,19332584200,sh000905,中证500
2025-11-05,7098.956,7257.84,7098.956,7229.341,19558024300,sh000905,中证500
2025-11-06,7243.196,7352.177,7243.196,7345.723,20172296700,sh000905,中证500
2025-11-07,7307.296,7371.438,7285.819,7327.911,19292057800,sh000905,中证500
2025-11-10,7357.339,7384.785,7289.768,7343.802,20450133000,sh000905,中证500
2025-11-11,7364.925,7379.806,7281.975,7291.608,19166031300,sh000905,中证500
2025-11-12,7264.792,7305.856,7187.869,7243.248,18550701000,sh000905,中证500
2025-11-13,7243.64,7366.412,7243.64,7355.291,19989023000,sh000905,中证500
2025-11-14,7283.699,7329.596,7235.462,7235.462,20586491000,sh000905,中证500
2025-11-17,7248.922,7262.331,7202.593,7235.351,20305060200,sh000905,中证500
2025-11-18,7215.03,7230.542,7118.409,7151.018,20221412100,sh000905,中证500
2025-11-19,7141.264,7178.15,7086.123,7122.747,16278660200,sh000905,中证500
2025-11-20,7174.105,7180.732,7056.9,7061.95,15961874600,sh000905,中证500
2025-11-21,6955.749,6986.778,6817.41,6817.41,20893338400,sh000905,中证500
2025-11-24,6856.755,6905.923,6797.496,6868.966,16636391300,sh000905,中证500
2025-11-25,6915.123,7018.47,6912.32,6954.603,16271253000,sh000905,中证500
2025-11-26,6946.081,7024.882,6936.877,6965.045,14894352600,sh000905,中证500
2025-11-27,6970.733,7045.845,6943.444,6951.284,13784110300,sh000905,中证500
2025-11-28,6947.237,7031.712,6941.483,7031.551,14021118400,sh000905,中证500
2025-12-01,7053.847,7101.832,7040.803,7101.832,17897343200,sh000905,中证500
2025-12-02,7084.799,7085.303,7022.61,7040.301,14951819700,sh000905,中证500
2025-12-03,7044.857,7064.16,6975.089,6996.355,15783886700,sh000905,中证500
