date,open,high,low,close,volume,symbol,name
2025-09-24,13037.077,13356.143,13009.643,13356.143,72776664276,sz399001,深证成指
2025-09-25,13333.019,13529.326,13295.53,13445.896,74044120950,sz399001,深证成指
2025-09-26,13394.786,13453.855,13205.629,13208.996,69445136024,sz399001,深证成指
2025-09-29,13248.197,13531.978,13239.728,13479.428,67580347625,sz399001,深证成指
2025-09-30,13504.647,13598.178,13460.319,13526.509,65843483294,sz399001,深证成指
2025-10-09,13598.354,13806.693,13565.294,13725.557,79698688531,sz399001,深证成指
2025-10-10,13633.187,13644.513,13304.602,13355.419,78009860190,sz399001,深证成指
2025-10-13,12837.251,13256.514,12837.251,13231.466,74248646158,sz399001,深证成指
2025-10-14,13369.561,13405.509,12844.024,12895.107,78134962115,sz399001,深证成指
2025-10-15,12919.27,13123.281,12817.888,13118.754,66497250499,sz399001,深证成指
2025-10-16,13064.258,13218.166,13033.371,13086.409,63042714969,sz399001,深证成指
2025-10-17,13060.242,13091.76,12677.438,12688.936,66747347454,sz399001,深证成指
2025-10-20,12877.7,12948.318,12742.838,12813.208,58287773562,sz399001,深证成指
2025-10-21,12880.166,13100.082,12848.317,13077.316,63561369955,sz399001,深证成指
2025-10-22,12985.962,13078.644,12932.012,12996.608,59338817782,sz399001,深证成指
2025-10-23,12959.415,13042.336,12803.856,13025.446,61471385420,sz399001,深证成指
2025-10-24,13091.337,13289.185,13091.337,13289.185,65254498922,sz399001,深证成指
2025-10-27,13448.915,13510.708,13346.813,13489.403,72402253232,sz399001,深证成指
2025-10-28,13411.668,13572.904,13375.322,13430.104,68253217591,sz399001,深证成指
2025-10-29,13484.013,13691.383,13475.647,13691.383,73070974609,sz399001,深证成指
2025-10-30,13661.609,13700.252,13509.242,13532.126,77324917262,sz399001,深证成指
2025-10-31,13517.174,13618.15,13378.212,13378.212,74576092904,sz399001,深证成指
2025-11-03,13364.419,13404.063,13158.307,13404.063,71688587821,sz399001,深证成指
2025-11-04,13373.551,13399.924,13094.215,13175.221,68291968704,sz399001,深证成指
2025-11-05,12953.842,13273.235,12953.842,13223.56,70220148922,sz399001,深证成指
2025-11-06,13272.466,13468.401,13272.466,13452.417,70896330271,sz399001,深证成指
2025-11-07,13380.354,13496.696,13322.609,13404.056,70056774710,sz399001,深证成指
2025-11-10,13453.366,13502.164,13306.662,13427.612,75709725385,sz399001,深证成指
2025-11-11,13476.245,13493.167,13271.675,13289.005,73358023648,sz399001,深证成指
2025-11-12,13240.703,13312.529,13120.712,13240.616,73100266968,sz399001,深证成指
2025-11-13,13228.501,13488.631,13222.78,13476.521,74808454232,sz399001,深证成指
2025-11-14,13323.451,13394.063,13216.031,13216.031,76941624036,sz399001,深证成指
2025-11-17,13200.543,13251.775,13137.281,13202.005,74868770069,sz399001,深证成指
2025-11-18,13161.704,13223.122,13022.443,13080.488,78884718270,sz399001,深证成指
2025-11-19,13071.939,13164.967,13009.009,13080.086,69523591376,sz399001,深证成指
2025-11-20,13215.065,13226.036,12970.558,12980.818,67314768058,sz399001,深证成指
2025-11-21,12752.723,12812.375,12538.071,12538.071,81157893277,sz399001,深证成指
2025-11-24,12605.131,12655.293,12448.32,12585.084,68995329424,sz399001,深证成指
2025-11-25,12692.089,12882.807,12684.294,12777.313,69984203079,sz399001,深证成指
2025-11-26,12769.927,13012.328,12749.02,12907.834,68673377809,sz399001,深证成指
2025-11-27,12903.911,13082.771,12863.259,12875.195,63755837739,sz399001,深证成指
2025-11-28,12869.661,13000.065,12834.085,12984.081,61139106892,sz399001,深证成指
2025-12-01,13038.156,13149.397,12993.887,13146.716,69444076430,sz399001,深证成指
