code,name,pct,amount,turnover,speed,amplitude,last_limit_time,prev_board_count,board_stat,industry
002491,通鼎互联,-1.8396226167678835,6300785664,25.38168716430664,0.0,9.38679313659668,144954,2,3/2,通信设备
603803,瑞斯康达,-1.6784452199935913,680154496,14.11278247833252,0.0,9.098939895629885,94314,1,2/1,通信设备
603045,福达合金,-1.5897974967956543,964625136,12.391347885131836,0.0,6.464011192321777,100806,1,2/1,金属新材
002988,豪美新材,-1.3687267303466797,274057920,4.616395473480225,0.0,3.401078224182129,101848,1,2/1,工业金属
600577,精达股份,-1.2702078819274902,1179812720,6.130327224731445,0.0,5.3117780685424805,110334,1,2/1,电网设备
601177,杭齿前进,-1.1469533443450928,372850880,6.566657066345215,0.0,7.096774101257324,93002,1,2/1,通用设备
600460,士兰微,-0.9194761514663696,9418849280,15.647706031799316,0.0,7.690164566040039,93609,1,2/1,半导体
301591,肯特股份,-0.6352567672729492,527810160,31.552490234375,0.0,7.358390808105469,143727,1,2/1,塑料
600397,江钨装备,0.4961411356925964,2128542592,11.968768119812012,0.0,9.09592056274414,112049,1,2/1,专用设备
002638,勤上股份,1.2106537818908691,335811632,5.914129257202148,0.0,6.053268909454346,141106,1,2/1,照明设备
600110,诺德股份,3.0726258754730225,3254406352,17.063182830810547,0.0,6.983240127563477,141702,1,2/1,电池
002536,飞龙股份,3.896103858947754,4109110832,15.127889633178713,0.0,8.643815040588379,94133,1,2/1,汽车零部
603626,科森科技,4.45040225982666,2085950096,19.511625289916992,0.0,10.026809692382812,112015,2,3/2,消费电子
000628,高新发展,5.314222812652588,1330483088,14.752615928649902,0.0,7.43109130859375,110042,1,2/1,房屋建设
002192,融捷股份,5.985381603240967,3897128528,19.202760696411133,0.0,5.185491561889648,132651,1,2/1,能源金属
603065,宿迁联盛,8.540103912353516,1133966480,15.22441864013672,0.0,12.406231880187988,100246,1,2/1,化学制品
000603,盛达资源,8.877355575561523,4825303552,18.69322204589844,0.0,9.69680404663086,140024,1,2/1,贵金属
600785,新华百货,9.958932876586914,169637652,5.015392780303955,0.0,1.1293635368347168,92502,1,2/2,一般零售
002017,东信和平,9.979352951049805,684374144,7.44802713394165,0.0,6.125257968902588,104157,1,2/2,通信设备
002716,湖南白银,9.980806350708008,6608849664,25.32951736450196,0.0,6.333973407745361,132336,1,2/2,贵金属
000017,深中华A,9.98593521118164,69120996,2.0051183700561523,0.0,0.0,93909,2,3/3,饰品
003040,楚天龙,10.007819175720217,700507536,11.153006553649902,0.0,12.11884307861328,94033,1,2/2,通信设备
002412,汉森制药,10.00981330871582,403946816,7.332803249359131,0.0,3.140333652496338,92500,3,4/4,中药Ⅱ
601212,白银有色,10.016420364379885,1457887760,2.951879501342773,0.0,3.7766828536987305,100810,1,2/2,工业金属
000931,中 关 村,10.019646644592283,616654400,14.98971462249756,0.0,8.840864181518555,94409,2,3/3,化学制药
603958,哈森股份,10.024331092834473,965030064,19.91383552551269,0.0,7.737226009368896,93357,2,6/5,服装家纺
603330,天洋新材,10.03009033203125,1233974096,28.748992919921875,0.0,12.136409759521484,104320,1,9/6,塑料
300839,博汇股份,13.231756210327148,538559472,15.191022872924805,0.0,20.60946273803711,95618,1,2/1,炼化及贸
688356,键凯科技,15.520774841308594,1890200800,24.95543670654297,0.0,11.635923385620115,92504,2,3/2,化学制药
