code,name,pct,amount,turnover,speed,amplitude,last_limit_time,prev_board_count,board_stat,industry
002038,双鹭药业,-10.028247833251951,842515136,15.014184951782228,0.0,10.028247833251951,93906,2,3/2,化学制药
603079,圣达生物,-9.97861671447754,281875504,11.58290672302246,0.0,8.054169654846191,93729,1,2/1,化学制品
002631,德尔未来,-8.49056625366211,530927968,7.650811672210693,0.0,10.587002754211426,143454,1,2/1,家居用品
002449,国星光电,-7.920792102813721,300003136,7.352175235748291,0.0,4.526166915893555,131957,1,2/1,光学光电
002686,亿利达,-7.738095283508301,264697704,8.04024887084961,0.0,7.142857551574707,94554,1,2/1,通用设备
603052,可川科技,-7.549625396728516,602241808,5.620070457458496,0.0,10.0715913772583,94050,1,2/1,消费电子
688137,近岸蛋白,-6.790962219238281,564879696,10.518115997314451,0.0,11.038399696350098,102619,2,3/2,生物制品
300016,北陆药业,-6.704980850219727,1134991472,20.17781448364257,0.0,11.302681922912598,143009,1,2/1,化学制药
002655,共达电声,-6.327773571014404,1906028192,14.260687828063965,0.0,12.840879440307615,100403,1,2/1,消费电子
603758,秦安股份,-6.292516708374023,319809504,6.595661640167236,0.0,7.227890968322754,133631,1,12/6,汽车零部
002971,和远气体,-5.942930698394775,969104640,13.6847562789917,0.0,6.629478931427002,93200,1,2/1,化学制品
000710,贝瑞基因,-5.916585922241211,588701088,18.00809669494629,0.0,10.960232734680176,94833,2,3/2,医疗服务
003031,中瓷电子,-5.237961292266846,2298758880,4.952104568481445,0.0,9.856378555297852,131815,1,2/1,通信设备
300214,日科化学,-4.883720874786377,849060624,14.672003746032717,0.0,7.2093024253845215,143436,1,2/1,化学制品
002886,沃特股份,-3.578154325485229,522421472,12.162918090820312,0.0,4.943502902984619,143230,1,2/1,塑料
603333,福华尚纬,-3.4517765045166016,635694368,10.40704345703125,0.0,17.157360076904297,93150,1,2/1,电网设备
002045,国光电器,-3.4028542041778564,465265264,9.329547882080078,0.0,5.049396514892578,142630,1,2/1,消费电子
600353,旭光电子,-3.2915360927581787,4023918672,13.434612274169922,0.0,12.80041790008545,105143,1,7/4,其他电子
002396,星网锐捷,-3.286102056503296,3043587600,12.459477424621582,0.0,7.205306053161621,104445,1,2/1,通信设备
002903,宇环数控,-3.141671895980835,949800096,27.220378875732425,0.0,10.343805313110352,110212,2,3/2,通用设备
003018,金富科技,-2.835890293121338,679967584,5.814094066619873,0.0,8.391446113586426,94515,1,2/1,包装印刷
603318,水发燃气,-2.4109015464782715,509331168,11.911016464233398,0.0,4.716981410980225,93856,1,2/1,燃气Ⅱ
603095,越剑智能,-2.2935779094696045,215332950,5.629527568817139,0.0,4.587155818939209,93536,1,2/1,专用设备
688328,深科达,-2.259763240814209,1022813760,12.190918922424316,0.0,8.666081428527832,135426,1,2/1,专用设备
002209,达 意 隆,-1.9756839275360107,290742480,14.500845909118652,0.0,5.167173385620117,94236,1,2/1,专用设备
