code,name,pct,amount,turnover,speed,amplitude,last_limit_time,prev_board_count,board_stat,industry
002084,海鸥住工,10.126582145690918,11115020,0.3963761329650879,0.0,0.0,92500,1,2/2,家居用品
002445,中南文化,10.08902072906494,20938572,0.2385128289461136,0.0,0.0,92500,1,2/2,通用设备
600984,建设机械,10.022271156311035,68324152,1.1002638339996338,0.0,0.0,0,1,2/2,工程机械
003040,楚天龙,10.021322250366213,678449056,9.913867950439451,0.0,11.798151969909668,102654,2,3/3,通信设备
600508,上海能源,10.02024269104004,423240480,3.862980842590332,0.0,3.1376519203186035,103443,1,2/2,煤炭开采
002041,登海种业,10.00981330871582,931125392,9.63973331451416,0.0,10.30422019958496,94412,1,6/3,种植业
002412,汉森制药,9.991079330444336,1236227040,21.26590156555176,0.0,14.005352973937988,93006,4,5/5,中药Ⅱ
600785,新华百货,9.990663528442385,783600368,22.599348068237305,0.0,15.499533653259276,93116,2,3/3,一般零售
000017,深中华A,9.974424362182615,497483920,13.12454891204834,0.0,1.5345269441604614,92500,3,4/4,饰品
300313,天山生物,8.268228530883789,994863872,30.44913673400879,0.0,15.950520515441896,105842,1,2/1,养殖业
002017,东信和平,6.070087432861328,1577471792,16.693723678588867,0.0,12.765957832336426,94518,2,3/2,通信设备
600272,开开实业,5.674931049346924,1060646320,35.27701950073242,0.0,18.18181800842285,141527,1,14/7,医药商业
603089,正裕工业,5.318138599395752,236703365,9.363480567932127,0.0,14.05508041381836,93613,1,8/4,汽车零部
002172,澳洋健康,4.054053783416748,1121455552,31.19057273864746,0.0,8.558558464050293,100703,1,10/6,医疗服务
600613,神奇制药,3.73737359046936,1702994160,36.080078125,0.0,12.32323169708252,93844,1,9/6,化学制药
301152,天力锂能,2.830188751220703,641165152,36.8343620300293,0.0,6.946826934814453,100454,1,2/1,电池
002277,友阿股份,2.17391300201416,487220608,5.348491191864014,0.0,6.211180210113525,144454,1,2/1,一般零售
002015,协鑫能科,1.9910084009170528,3166516192,12.001517295837402,0.0,8.863199234008789,92500,1,2/1,电力
600610,中毅达,0.923787534236908,1091539680,17.161935806274414,0.0,10.969977378845217,131811,1,2/1,化学原料
002580,圣阳股份,0.8551068305969238,2338854256,24.59244728088379,0.0,8.836104393005371,94145,1,2/1,电池
600367,红星发展,0.3145478367805481,3381717664,27.275585174560547,0.0,10.537352561950684,140305,1,2/1,化学原料
000620,盈新发展,0.0,2146220496,13.33225154876709,0.0,10.951008796691896,94942,1,2/1,房地产开
000065,北方国际,0.0,684326752,6.464541435241699,0.0,3.90781569480896,135606,1,2/1,专业工程
603330,天洋新材,-0.2734731137752533,1295314000,28.978836059570312,0.0,10.118505477905272,110922,2,10/6,塑料
001268,联合精密,-0.44603031873703,325402832,14.717292785644531,0.0,11.284567832946776,111324,1,2/1,家电零部
000723,美锦能源,-0.5141388177871704,1092286400,6.2782182693481445,0.0,5.912596225738525,94403,1,2/1,焦炭Ⅱ
601083,锦江航运,-0.6102212071418762,514249872,20.379749298095703,0.0,6.407322883605957,133513,1,2/1,航运港口
003035,南网能源,-0.69808030128479,854243248,3.850174427032471,0.0,8.027923583984375,110709,1,2/1,电力
603200,上海洗霸,-0.8177869319915771,795988176,11.36837387084961,0.0,11.85791015625,93442,1,2/1,环境治理
605198,安德利,-1.1112825870513916,483964368,2.7888214588165283,0.0,8.951998710632324,95129,1,2/1,农产品加
605286,同力天启,-1.5322874784469604,291113920,6.589722633361816,0.0,6.348048210144043,93308,1,2/1,专用设备
603958,哈森股份,-1.5479875802993774,1055211312,20.79453659057617,0.0,11.322423934936523,142646,3,7/5,服装家纺
603105,芯能科技,-1.550387620925903,335979296,8.734238624572754,0.0,6.072351455688477,110356,1,2/1,电力
601212,白银有色,-1.7910447120666504,4646263040,9.300751686096191,0.0,10.149253845214844,93618,2,3/2,工业金属
601700,风范股份,-2.594033718109131,1794086960,20.47390365600586,0.0,8.819714546203613,95405,1,17/9,电网设备
600403,大有能源,-2.6027398109436035,1272534800,7.342738151550293,0.0,7.808218955993652,141658,1,2/1,煤炭开采
002906,华阳集团,-2.9047112464904785,1005946832,6.7128071784973145,0.0,9.35175323486328,92500,1,2/1,汽车零部
002052,同洲电子,-3.08370041847229,227346069,3.757540464401245,0.0,4.295154094696045,140503,1,2/1,其他电源
002651,利君股份,-3.2520322799682617,303290208,6.454870700836182,0.0,3.1358885765075684,95551,1,2/1,航空装备
603032,德新科技,-4.2532148361206055,382357776,8.590018272399902,0.0,7.764589786529541,93710,1,2/1,电池
002716,湖南白银,-6.020942211151123,5251667712,20.43010711669922,0.0,10.383944511413574,145018,2,3/2,贵金属
600604,市北高新,-6.072874546051025,276853552,4.251817226409912,0.0,7.085020065307617,93000,1,2/1,房地产开
600594,益佰制药,-6.11246919631958,343976368,11.427014350891112,0.0,8.55745792388916,95922,1,2/1,中药Ⅱ
002882,金龙羽,-6.649831771850586,513002624,9.214107513427734,0.0,8.543770790100098,93912,1,2/1,电网设备
000925,众合科技,-6.688962936401367,725081408,12.800822257995604,0.0,9.141583442687988,92500,1,2/1,轨交设备
000931,中 关 村,-6.785714626312256,691985920,17.649728775024414,0.0,8.571429252624512,143957,3,4/3,化学制药
603565,中谷物流,-7.322484970092773,1025902448,3.81140398979187,0.0,9.763314247131348,143841,1,2/1,航运港口
