code,name,pct,amount,turnover,seal_amount,first_limit_time,last_limit_time,open_times,board_stat,board_count,industry
003005,竞业达,10.029282569885254,90336480,4.543655872344971,39736449,93609,93609,0,1/1,1,IT服务Ⅱ
600162,香江控股,10.061601638793944,811039168,4.694637775421143,70204004,93620,134920,4,2/2,2,房地产开
002212,天融信,10.0,751126816,9.405447006225586,125389341,93803,93803,0,1/1,1,软件开发
601086,国芳集团,10.026385307312012,147100140,2.702279090881348,66562549,93847,93847,0,1/1,1,一般零售
688152,麒麟信安,20.0,266716620,7.196340084075928,50094191,93954,93954,0,1/1,1,软件开发
002165,红 宝 丽,9.986859321594238,981934912,16.565855026245117,193649282,94242,100306,1,1/1,1,化学制品
001288,运机集团,10.0115966796875,471582368,11.041937828063965,79562206,94254,100615,4,1/1,1,专用设备
000560,我爱我家,10.0,642316336,10.616172790527344,152262364,94418,94418,0,4/2,1,房地产服
603778,国晟科技,9.978768348693848,464618400,7.157296657562256,60522084,94658,94843,2,1/1,1,光伏设备
603016,新宏泰,9.99652862548828,118415842,2.5963823795318604,23862570,94915,94915,0,1/1,1,电网设备
002918,蒙娜丽莎,10.0,257211681,10.898699760437012,94333580,95048,100730,2,1/1,1,家居用品
002952,亚世光电,9.994952201843262,124923982,4.384215354919434,40056012,95212,95212,0,1/1,1,光学光电
603011,合锻智能,9.984089851379396,2204164224,16.5865421295166,45887940,95241,144541,10,2/2,2,专用设备
603082,北自科技,10.012330055236816,304034128,17.152982711791992,44854730,95247,95247,0,1/1,1,自动化设
603007,顺景科技,10.040983200073242,413918512,11.2885103225708,19356702,95358,142507,3,1/1,1,汽车零部
600354,敦煌种业,10.053619384765623,869767472,20.602935791015625,57708796,95508,100147,2,1/1,1,种植业
002971,和远气体,10.0,842553696,11.434887886047363,194995944,95748,95748,0,1/1,1,化学制品
603559,中通国脉,9.988518714904783,266944404,7.026479244232178,33403544,100117,145138,2,1/1,1,通信服务
605006,山东玻纤,9.978768348693848,633943584,6.384446144104004,18220650,100156,103332,2,1/1,1,玻璃玻纤
002107,沃华医药,10.045661926269531,219031210,5.432629108428955,11160228,100218,100218,0,1/1,1,中药Ⅱ
603171,税友股份,9.997519493103027,617506784,3.5300939083099365,95282359,100312,100412,1,1/1,1,IT服务Ⅱ
002229,鸿博股份,10.02685832977295,969490256,16.42537498474121,81128748,100348,100542,1,1/1,1,IT服务Ⅱ
601003,柳钢股份,10.05434799194336,156533939,1.554385542869568,26302291,101048,101048,0,1/1,1,普钢
002349,精华制药,10.041841506958008,325503408,5.194520950317383,96440259,101803,101803,0,1/1,1,中药Ⅱ
601700,风范股份,9.973752975463867,1622739440,18.01458740234375,105714119,101906,101906,0,20/10,1,电网设备
000011,深物业A,9.975961685180664,107880201,2.295039892196656,80429415,102109,102109,0,1/1,1,房地产开
601222,林洋能源,9.9277982711792,593354032,4.836880683898926,51509920,102306,102306,0,1/1,1,电网设备
002949,华阳国际,10.0,357327568,17.479949951171875,32830336,102512,142830,3,4/3,1,工程咨询
002679,福建金森,10.0,136470109,5.520683288574219,48675633,102715,102733,1,1/1,1,林业Ⅱ
001376,百通能源,9.97150993347168,250299088,10.36801052093506,54575382,102903,102903,0,1/1,1,电力
000798,中水渔业,10.0,312754416,8.74130630493164,36925856,104342,104536,1,1/1,1,渔业
000716,黑芝麻,10.097086906433104,419217200,10.37305736541748,42522040,104854,130403,1,1/1,1,休闲食品
603608,天创时尚,9.99441623687744,473627664,5.815040588378906,57386100,105038,105038,0,1/1,1,服装家纺
002915,中欣氟材,10.02915382385254,501577264,9.342265129089355,82762763,105642,111027,1,1/1,1,化学制品
002578,闽发铝业,9.898476600646973,265696348,7.334160804748535,67759979,105757,105757,0,1/1,1,工业金属
600691,潞化科技,10.112359046936035,230246334,3.405381202697754,63981867,110123,110347,1,1/1,1,农化制品
000062,深圳华强,10.004426956176758,1472468304,5.834789276123047,74743830,110209,110209,0,1/1,1,其他电子
603029,天鹅股份,9.98796558380127,223641987,10.406890869140623,10191100,110917,111211,1,1/1,1,专用设备
920895,花溪科技,29.96923065185547,193042228,38.169036865234375,13183779,111125,133116,1,2/2,2,专用设备
605188,国光连锁,10.041152000427246,150446212,2.3205277919769287,56737854,111424,111424,0,1/1,1,一般零售
603396,金辰股份,10.0,478784752,11.363204956054688,48368981,130017,130017,0,3/2,1,光伏设备
605566,福莱蒽特,9.992283821105955,131172501,3.5874457359313965,57772664,130804,130804,0,1/1,1,化学制品
000626,远大控股,10.058479309082031,271272592,5.874321460723877,18656783,130942,130942,0,1/1,1,物流
000567,海德股份,10.047096252441406,568131936,4.3477277755737305,56821062,131012,131012,0,1/1,1,多元金融
600722,金牛化工,10.014410018920898,2059541728,20.70270156860352,103850888,131341,131341,0,1/1,1,化学原料
003030,祖名股份,9.99087619781494,151379397,8.024477005004883,73281404,132000,132000,0,1/1,1,农产品加
600815,厦工股份,10.123456954956056,776321120,10.110291481018066,81170510,132015,132015,0,1/1,1,工程机械
002427,尤夫股份,9.957627296447754,320808176,6.532806396484375,48430568,132106,132836,1,1/1,1,化学纤维
600251,冠农股份,10.0,748425936,8.436114311218262,109942122,133355,141343,3,1/1,1,农产品加
603086,先达股份,10.086956977844238,136762547,5.178303718566895,30697847,133836,133836,0,1/1,1,农化制品
000925,众合科技,9.964829444885254,740286672,12.396095275878906,78086624,134100,134100,0,1/1,1,轨交设备
600689,上海三毛,9.990999221801758,116423363,6.414608478546143,43687722,135221,142639,1,1/1,1,综合Ⅱ
002486,嘉麟杰,10.074626922607422,219805227,9.38295555114746,46530125,140018,140018,0,1/1,1,服装家纺
688209,英集芯,19.983753204345703,1688473072,13.929737091064451,9397205,140838,150000,11,1/1,1,半导体
600227,赤天化,10.096153259277344,1600591552,28.88878059387207,41367476,141507,144404,2,3/2,1,农化制品
600714,金瑞矿业,10.011507987976074,994709168,19.2550106048584,104320632,142149,142149,0,4/2,1,化学原料
000912,泸天化,10.1010103225708,474238112,7.197516441345215,40423740,142606,145351,1,1/1,1,农化制品
002437,誉衡药业,9.954751014709473,3612936944,38.86092376708984,231183877,143412,143412,0,1/1,1,化学制药
000565,渝三峡Ａ,9.966776847839355,146280396,5.348330497741699,57564905,144406,144406,0,1/1,1,化学制品
