code,name,pct,amount,turnover,speed,amplitude,last_limit_time,prev_board_count,board_stat,industry
002084,海鸥住工,10.11494255065918,15938581,0.5161793828010559,0.0,0.0,92500,2,3/3,家居用品
002445,中南文化,-2.9649593830108643,1532764848,16.926118850708008,0.0,14.82479763031006,92500,2,3/2,通用设备
600984,建设机械,-5.668015956878662,935375264,15.134474754333496,0.0,18.42105293273925,92502,2,3/2,工程机械
002880,卫光生物,7.405764579772949,365536528,6.673611164093018,0.0,7.095343589782715,93012,1,2/1,生物制品
000428,华天酒店,9.95370388031006,212861590,4.549842357635498,0.0,11.80555534362793,93148,1,2/2,酒店餐饮
000796,凯撒旅业,0.4784688949584961,668357248,12.028326034545898,0.0,5.502392292022705,93315,1,2/1,旅游及景
300642,透景生命,6.419753074645996,677565200,28.34223175048828,0.0,15.679012298583984,93324,1,2/1,医疗器械
600698,湖南天雁,-1.3736263513565063,311752832,5.220902442932129,0.0,3.846153974533081,93410,1,2/1,汽车零部
605303,园林股份,-1.4879649877548218,296118608,7.805246353149414,0.0,12.03501033782959,93512,1,2/1,基础建设
603360,百傲化学,-1.0167030096054075,392142704,4.063780784606934,0.0,3.994190216064453,93533,1,2/1,农化制品
003040,楚天龙,10.012920379638672,1769610160,23.801273345947266,0.0,14.018088340759276,93548,3,4/4,通信设备
600470,六国化工,2.1922428607940674,479390720,15.374085426330566,0.0,9.780776023864746,93705,1,2/1,农化制品
600838,上海九百,3.615960121154785,425407216,13.041894912719728,0.0,7.730673313140869,93708,1,2/1,一般零售
603079,圣达生物,1.3678905963897705,401596208,15.054821014404297,0.0,6.911447048187256,94229,1,4/2,化学制品
002742,冀衡医药,10.04273509979248,66286556,2.4567010402679443,0.0,0.0,94306,1,2/2,化学制药
002412,汉森制药,6.163827896118164,2431762704,37.10614013671875,0.0,12.65206813812256,94536,5,6/5,中药Ⅱ
600103,青山纸业,10.158730506896973,755668976,10.177248001098633,0.0,9.523809432983398,94537,1,2/2,造纸
603395,红四方,0.91068297624588,666759088,36.03520202636719,0.0,10.157617568969728,94713,1,8/4,农化制品
603113,金能科技,-3.8321166038513184,252634116,5.61727237701416,0.0,3.649634838104248,94836,1,2/1,化学原料
002907,华森制药,2.922490358352661,712637872,12.81906032562256,0.0,9.021600723266602,94906,1,2/1,中药Ⅱ
000566,海南海药,1.2072434425354004,1007446704,15.302608489990234,0.0,5.231388092041016,95403,1,2/1,化学制药
000017,深中华A,10.0,961828272,24.108531951904297,0.0,11.279069900512695,95812,4,5/5,饰品
000779,甘咨询,-3.296703577041626,896263216,19.48161697387696,0.0,6.593407154083252,95830,1,2/1,工程咨询
002081,金 螳 螂,2.909090995788574,3171595264,21.105199813842773,0.0,9.090909004211426,95945,1,2/1,装修装饰
000695,滨海能源,1.4983713626861572,420424608,12.066522598266602,0.0,8.664494514465332,95951,1,2/1,电池
603637,镇海股份,5.488239765167236,400681232,11.37975788116455,0.0,9.5509614944458,100304,1,2/1,专业工程
688169,石头科技,-2.540740728378296,1992676352,5.773233890533447,0.0,5.674074172973633,100320,1,2/1,小家电
603095,越剑智能,1.7682926654815674,445520352,10.483038902282717,0.0,12.682926177978516,100352,1,4/2,专用设备
603318,水发燃气,-1.85546875,866979952,18.92314910888672,0.0,4.98046875,100548,1,4/2,燃气Ⅱ
002713,东易日盛,-2.510040283203125,264622178,5.052870750427246,0.0,7.028112411499023,101136,1,2/1,装修装饰
600281,华阳新材,-2.97029709815979,270661392,10.760360717773438,0.0,5.148514747619629,101143,1,2/1,小金属
000070,特发信息,-1.1823272705078125,1529275344,11.159193992614746,0.0,5.227131366729736,101548,1,2/1,通信设备
600936,北投科技,-0.5893909931182861,470484192,5.551345348358154,0.0,3.9292731285095215,101801,1,2/1,IT服务Ⅱ
002686,亿利达,3.51906156539917,688672464,17.9322452545166,0.0,6.744868278503418,101939,1,4/2,通用设备
002703,浙江世宝,10.018903732299805,1269404880,12.542306900024414,0.0,7.624448776245117,102206,1,2/2,汽车零部
600508,上海能源,5.33578634262085,1218008048,10.851305961608888,0.0,14.811407089233398,102544,2,3/2,煤炭开采
002418,康盛股份,10.123456954956056,529807968,10.453725814819336,0.0,0.9876543879508972,103621,1,2/2,家电零部
002094,青岛金王,9.922179222106934,558150448,14.992460250854492,0.0,12.062256813049316,103654,1,2/2,家居用品
002947,恒铭达,6.508974552154541,1243338480,10.09207248687744,0.0,10.149303436279297,105100,1,2/1,消费电子
000560,我爱我家,0.4184100329875946,641604544,11.378032684326172,0.0,5.439330577850342,111212,1,2/1,房地产服
002837,英维克,3.0549559593200684,7142634752,10.143800735473633,0.0,4.64884614944458,111236,1,2/1,专用设备
002855,捷荣技术,10.0,27442800,0.921100378036499,0.0,0.0,111406,1,2/2,消费电子
002949,华阳国际,9.967845916748049,290601696,14.394020080566406,0.0,11.414791107177734,111933,1,2/2,工程咨询
600714,金瑞矿业,0.3476245701313019,1044107728,20.495210647583008,0.0,10.834299087524414,130112,1,2/1,化学原料
603687,大胜达,1.5961138010025024,715221136,8.92868709564209,0.0,7.286606788635254,130115,1,2/1,包装印刷
002821,凯莱英,-0.1916042566299438,2661487088,4.789443492889404,0.0,4.627532958984375,130142,1,2/1,医疗服务
600829,人民同泰,0.3944773077964782,411213072,6.943702220916748,0.0,4.240631103515625,130618,1,2/1,医药商业
300922,天秦装备,-8.962493896484375,451071824,18.845298767089844,0.0,8.085728645324707,130721,1,2/1,地面兵装
300097,智云股份,-2.1821630001068115,411703456,15.219170570373535,0.0,7.779885768890381,130948,1,2/1,自动化设
003018,金富科技,-4.153979778289795,1331250176,10.676572799682615,0.0,11.678990364074709,131336,1,4/2,包装印刷
003021,兆威机电,-2.500686883926392,448823376,2.987377882003784,0.0,4.7265729904174805,131936,1,2/1,电机Ⅱ
002963,豪尔赛,9.990157127380373,229247023,6.938169002532959,0.0,6.545275688171387,132521,1,2/2,装修装饰
600371,万向德农,10.034602165222168,452229232,16.52392578125,0.0,8.650519371032715,133249,1,7/4,种植业
603217,元利科技,2.183867692947388,235515356,3.977243661880493,0.0,5.811905384063721,133652,1,2/1,化学制品
002451,摩恩电气,-2.337023496627808,365056544,10.52045440673828,0.0,3.9360392093658447,133748,1,2/1,电网设备
002259,升达林业,-1.9093079566955569,150957652,4.867060661315918,0.0,4.057279109954834,134645,1,2/1,燃气Ⅱ
600172,黄河旋风,-0.6433166265487671,2570395184,14.410027503967283,0.0,3.788420200347901,135530,1,2/1,通用设备
600785,新华百货,-3.056027173995972,812755248,22.446264266967773,0.0,8.149405479431152,140008,3,4/3,一般零售
000659,珠海中富,0.0,142661590,3.877212047576904,0.0,4.561403274536133,140203,1,2/1,包装印刷
002478,常宝股份,-1.5895953178405762,280508064,5.6699652671813965,0.0,3.757225275039673,143318,1,2/1,特钢Ⅱ
603912,佳力图,-1.7621145248413086,310786448,6.407650470733643,0.0,3.524229049682617,143419,1,2/1,通用设备
600605,汇通能源,-0.639578640460968,221449458,4.0382490158081055,0.0,3.837471723556519,144153,1,2/1,一般零售
002041,登海种业,-3.835860967636109,1174082896,12.42302131652832,0.0,5.976806640625,144427,2,3/2,种植业
603758,秦安股份,4.620461940765381,546514688,10.185606956481934,0.0,7.4257426261901855,145134,1,14/7,汽车零部
600127,金健米业,5.263157844543457,2922678176,47.390411376953125,0.0,10.633727073669434,145503,1,8/5,农产品加
