code,name,pct,amount,turnover,seal_amount,last_limit_time,down_count,open_times,industry
603226,菲林格尔,-10.009960174560549,154932295,1.1879574060440063,40662487,150000,1,2,家居用品
603156,养元饮品,-9.993715286254885,947448640,1.7416613101959229,42164681,134758,2,33,饮料乳品
